Action Avg Rating,Adventure Avg Rating,Animation Avg Rating,Children Avg Rating,Comedy Avg Rating,Crime Avg Rating,Documentary Avg Rating,Drama Avg Rating,Fantasy Avg Rating,Film-Noir Avg Rating,Horror Avg Rating,Musical Avg Rating,Mystery Avg Rating,Romance Avg Rating,Sci-Fi Avg Rating,Thriller Avg Rating,War Avg Rating,Western Avg Rating
1.5604900383821887,1.887115233491828,0.3122066491883126,1.103689596057731,1.1705916477539784,1.1087706972633746,-1.4236389142722552,1.2256035715655835,1.4341742382189222,-1.605227372879536,-3.650073992050166,-3.203964099942812,2.2125175783655,1.1448359398514134,1.4925240395949848,2.975941636016284,1.078552937408144,-2.5755089377130203
-0.387128728516673,-0.7551008681835523,-1.2704071229209877,-0.2291256011020821,-0.2203744372570842,0.1722193443448438,0.75070363557732,-0.0448554675145617,0.2818641828918821,0.8250684090554171,0.2522699013063387,0.1935037403228429,-0.1058656933439288,-0.155127764424987,-0.3747049960547839,0.2603529821787327,-0.2169454967351675,0.5650500896028363
0.5866806549327579,0.2611360939992861,-0.9538843684991276,-1.440775780338276,0.773172766322246,1.1087706972633746,1.140970247088782,0.8021172252055349,-0.0473672614872725,1.1076609418385512,0.0227202605206622,-1.2625539055052948,0.9760465001204716,1.330545040462329,0.5589095217701004,0.8422648365724933,0.4308037203364882,1.450848789615001
0.1971569015529851,0.2611360939992861,0.2066990643810258,0.2555344705923953,-0.6177933186888158,-0.5770217379899816,0.1374275317735936,-1.1035713334146828,0.1172484607023047,-1.605227372879536,-0.6659286618363681,0.096433230600967,-0.4149834629051862,-0.3408368650359016,0.1854637146401463,-0.1275882540837749,-0.0873956533208362,0.0013600077769135
1.7552519150720742,1.887115233491828,1.3672824972611792,1.4671846498285892,1.7667199699015763,1.4833912384307877,-1.4236389142722552,1.860833091105656,1.4341742382189222,1.2206979549518049,0.3670447216991772,1.3583498569853534,0.9760465001204716,1.5162541410732426,1.4925240395949848,1.2302060728350002,1.078552937408144,0.8871587077890779
1.3657281616923016,1.6838678410552592,0.7342369884174587,1.22485461398135,1.1705916477539784,1.2960809678470802,0.9179607547965182,1.2256035715655835,1.1049427938397671,0.8250684090554171,0.5965943624848541,1.1642088375416015,1.1306053849010995,1.5162541410732426,0.9323553289000536,0.8422648365724933,1.208102780822475,1.128740171428759
0.0023950248630987,0.0578887015627182,0.6287294036101724,-0.4714556369493211,-0.021664996541218,0.1722193443448438,0.973713127869584,0.3786308788454861,0.2818641828918821,0.3729203566024027,-0.2068293802650147,0.5817857792103464,0.6669287305592141,0.2162904367968421,-0.3747049960547839,0.2603529821787327,0.1717040335078257,0.5650500896028363
0.7814425316226433,0.2611360939992861,-0.1098236900408344,-0.1079605831784626,-0.2203744372570842,0.3595296149285493,0.1931799048466596,-0.2565986406945861,0.2818641828918821,-0.4183387351903727,0.5965943624848541,-0.3889193180084122,0.2032520762173286,-0.155127764424987,0.5589095217701004,0.6482942184412395,-0.0873956533208362,0.0818871623234736
-0.7766524818964458,-0.95834826062012,-0.3208388596554075,-0.3502906190257016,-1.0152122001205484,0.3595296149285493,-1.4236389142722552,0.1668877056654626,-1.035061594624736,0.6555128893855368,0.940918823663369,0.1935037403228429,0.0486931914366999,-0.3408368650359016,-0.5614278996197609,-0.1275882540837749,-0.3464953401494987,-2.5755089377130203
-0.5818906052065594,-0.7551008681835523,0.2066990643810258,0.1343694526687757,-0.4190838779729496,-0.0150909262388625,0.3604370240658579,-0.2565986406945861,-0.3765987058664266,0.0903278238192685,0.940918823663369,-0.0977077888427844,-0.4149834629051862,0.2162904367968421,-0.934873706749715,-0.5155294903462817,-0.2169454967351675,0.2429414714165946
-1.7504618653458768,-1.5680904379298228,0.3122066491883126,-0.1079605831784626,-0.021664996541218,-0.3897114674062752,-0.5873533181762647,-0.4683418138746105,-1.035061594624736,0.7685499024987905,-0.2068293802650147,-0.2918488082865363,-0.4149834629051862,-0.3408368650359016,-2.0552111281395766,-0.3215588722150287,-0.9942445572211543,0.6455772441493968
1.950013791761961,1.887115233491828,1.261774912453892,1.5883496677522082,2.1641388513333086,2.045322050181906,1.085217874015716,2.2843194374657045,1.7634056825980768,1.2206979549518049,1.514792925627561,1.5524908764291052,1.594282039242985,1.887672342295072,2.052692750289915,2.0060885453600155,1.078552937408144,1.128740171428759
2.144775668451847,1.887115233491828,1.3672824972611792,1.709514685675828,2.561557732765041,1.8580117795981983,-1.4236389142722552,2.0725762642856798,1.7634056825980768,1.2206979549518049,1.6295677460203988,1.3583498569853534,1.7488409240236145,1.887672342295072,1.865969846724939,2.0060885453600155,1.7263021544797996,0.6455772441493968
1.950013791761961,1.887115233491828,1.261774912453892,1.5883496677522082,2.1641388513333086,2.045322050181906,1.085217874015716,2.2843194374657045,1.7634056825980768,1.2206979549518049,1.514792925627561,1.5524908764291052,1.594282039242985,1.887672342295072,2.052692750289915,2.0060885453600155,1.078552937408144,1.128740171428759
-0.1923668518267875,-0.5518534757469844,-0.3208388596554075,-0.9561157086437986,-1.41263108155228,-0.0150909262388625,0.2489322779197257,-0.4683418138746105,-0.7058301502455813,0.542475876272283,0.1374950809135002,-0.4859898277302882,0.0486931914366999,-1.083673267479559,-0.1879820924898077,0.0663823640474789,-0.0873956533208362,-0.4818029195024491
0.1971569015529851,-0.1453586908738496,-0.0043161052335476,0.1343694526687757,-0.6177933186888158,0.3595296149285493,-1.4236389142722552,0.3786308788454861,0.4464799050814594,-1.605227372879536,0.940918823663369,0.1935037403228429,-0.1058656933439288,-0.3408368650359016,0.1854637146401463,0.2603529821787327,1.078552937408144,0.6455772441493968
-0.387128728516673,-0.5518534757469844,-0.0043161052335476,-0.4714556369493211,-0.8165027594046821,-0.2024011968225689,0.583446516358122,-0.2565986406945861,-0.3765987058664266,0.7120313959421634,-0.0920545598721762,-0.2918488082865363,0.0486931914366999,-0.5265459656468153,-0.1879820924898077,-0.1275882540837749,-0.0873956533208362,-0.0791671467696469
