imdbId,title,genres,6874,2003,3.9618320610687023,1,0,0.1,0.2,0.3,1.1,0.4,0.5,0.6,0.7,0.8,0.9,0.10,1.2,Image URL,imdb links
206275,Save the Last Dance (2001),Drama|Romance,4054,2001,2.84375,0,0,0,0,0,0,0,1,0,0,0,1,0,0,https://m.media-amazon.com/images/M/MV5BMTY1ZjVmNTUtZTdmMC00MDdhLThkMGQtZjM3MTAxZWI3M2ViXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://www.imdb.com/title/tt0206275
209475,"Wedding Planner, The (2001)",Comedy|Romance,4069,2001,2.909090909,0,0,0,0,1,0,0,0,0,0,0,1,0,0,https://m.media-amazon.com/images/M/MV5BNjMyMTZkNGYtZDdkZi00OTVjLWI1MDAtYWI1ODViMmEzOGM1XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://www.imdb.com/title/tt0209475
212985,Hannibal (2001),Horror|Thriller,4148,2001,2.935897436,0,0,0,0,0,0,0,0,0,1,0,0,0,1,https://m.media-amazon.com/images/M/MV5BYTk3NGUzOWYtNTU5Yy00ZDNjLTg1YzItZDlmNWRhMmVlZTMxXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://www.imdb.com/title/tt0212985
239948,Saving Silverman (Evil Woman) (2001),Comedy|Romance,4149,2001,2.772727273,0,0,0,0,1,0,0,0,0,0,0,1,0,0,https://m.media-amazon.com/images/M/MV5BOWRhZmE5MDgtYjhiOC00NDUzLWIyZmUtMDUxNzU5NmYzYzE5XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://www.imdb.com/title/tt0239948
231775,Down to Earth (2001),Comedy|Fantasy|Romance,4153,2001,2.416666667,0,0,0,0,1,0,0,0,1,0,0,1,0,0,https://m.media-amazon.com/images/M/MV5BMGRjNjNlYTAtOTg5NS00Mzk4LWI4OWEtNGExNWUyMjk0NzIzXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://www.imdb.com/title/tt0231775
236493,"Mexican, The (2001)",Action|Comedy,4161,2001,3.347826087,1,0,0,0,1,0,0,0,0,0,0,0,0,0,https://m.media-amazon.com/images/M/MV5BY2U5NTExOTYtN2Y1NS00ZGI3LTk2M2UtZmYzMmZmYWFhY2E1XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://www.imdb.com/title/tt0236493
179626,15 Minutes (2001),Thriller,4167,2001,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://m.media-amazon.com/images/M/MV5BOTg5MDc1N2YtYWYxOS00ZGU4LTgyOWUtNjM5ZDkzZjg0YjdlXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://www.imdb.com/title/tt0179626
215750,Enemy at the Gates (2001),Drama,4223,2001,3.5125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://m.media-amazon.com/images/M/MV5BODM5MmQyYjktMzg5Ny00Y2Y1LThlNWQtNjQ5OGMwNmY2YjcyXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://www.imdb.com/title/tt0215750
125022,Heartbreakers (2001),Comedy|Crime|Romance,4228,2001,2.15,0,0,0,0,1,1,0,0,0,0,0,1,0,0,https://m.media-amazon.com/images/M/MV5BMTQ2NjE3NjQzOF5BMl5BanBnXkFtZTcwMDIwOTA0NA@@._V1_FMjpg_UX1000_.jpg,https://www.imdb.com/title/tt0125022
